sentence,translated,fuel,machine,others,part,price,service
selama ini tidak pernah bermasalah dan memang mesin nya tangguh dan bandel baik untuk jalan menanjak di pegunungan . Pokok nya Avanza terbaik .,"Saleleng on dang hea adong masalah jala mesinna pe tang jala tahan lama, denggan do tu dalan na manaek di dolok. Singkatna, Avanza do na dumenggan.",neutral,positive,positive,neutral,neutral,neutral
"desain interior jauh lbh simpel , elegan dan berkelas CX3 dari CHR yg terkesan ribet","Desain interior ni CX 3 on dao lebih sederhana, lebih elegan jala berkelas sian CHR na songon na rumit.",neutral,neutral,neutral,negative,neutral,neutral
"Payah , Bengkel honda resmi ga becus ... di sini malah lebih tau .","Mansai jorbut do, bengkel Honda resmi ndang kompeten... dison do nasida lobi mamboto.",neutral,neutral,neutral,neutral,negative,neutral
jazz tarikan nya lebih oke daripada brio,Jazz memiliki daya tarik na dumenggan sian Brio .,neutral,negative,neutral,neutral,neutral,neutral
menurut saya sih dari segi pandangan mata brio itu mewah walaupun minim fitur dan dari gengsi nya juga berbeda,"Menurut au, sian sudut pandang, mewah do Brio on nang pe minim fiturna jala sian segi gengsi, asing do tong.",neutral,neutral,positive,negative,neutral,neutral
Kaki-kaki HRV kayak enggak kokoh,Songon na so togu do pat ni HRV .,neutral,neutral,neutral,negative,neutral,neutral
Ignis ini city car paling terjangkau dengan poin-poin di atas,Ignis ima mobil kota na paling terjangkau dohot poin-poin na di ginjang .,neutral,neutral,neutral,neutral,positive,neutral
secara keseluruhan avanza bagus kecuali pemakaian bensin yang boros sekali,Secara keseluruhan denggan do Avanza on kecuali konsumsi bensin na mansai boros.,negative,neutral,positive,neutral,neutral,neutral
"kelemahan nya cuma satu , shock nya keras keras keras keras keras","holan sada do kelemahan na, guntur i keras keras keras keras keras",neutral,neutral,neutral,negative,neutral,neutral
Mau pesaing baru yang buanyak yang keluar dan model sama fitur yg lebih seger . Tetep avanza ini ada di hati,Naeng do pesaing na baru na kaluar dohot model dohot fitur na baru. Avanza on tong dope dirohakki .,neutral,neutral,positive,neutral,neutral,neutral
"bensin 1:15 luar kota ( sudah irit banget kan ) gesit di tikungan , cuma masih standar .","1:15 bensin luar kota (nunga hemat hian kan?) lincah di sudut, alai tetap standar.",positive,positive,neutral,neutral,neutral,neutral
Suka sekali xenia perawatan murah pemakaian mudah sparepart oke .,"Lomo hian do rohangku tu Xenia i, mura do dipertahanhon, mura dipangke, jala suku cadangna pe ndang pola boha.",neutral,neutral,positive,positive,neutral,positive
"gede banget nih kapasitas avanza, volume ruangan nya lengang","Kapasitas ni Avanza on memang balga, volume kamar na luas",neutral,neutral,neutral,positive,neutral,neutral
"Saya punya avanza G 2008 , baru juni kemarin saya beli dari Tunas Toyota . terus kopling sudah agak berat saja","Adong do Avanza G 2008, baru hutuhor bulan Juni na salpu sian Tunas Toyota. dungi kopling agak berat .",neutral,neutral,neutral,negative,neutral,neutral
Saya baru ambil HRV prestige akhir tahun 2017 . Keseluruhan enak dikendarai .,Baru dope dapot gengsi HRV di akhir taon 2017 on. Secara keseluruhan tabo do marboncengan.,neutral,neutral,positive,neutral,neutral,neutral
"Wah, Wuling formo dari mesin 1200 cc menarik dengan harga yang kompetitif.","Wow, si Wuling Formo na marmesin 1200 cc menarik do dohot harga na bersaing.",neutral,positive,neutral,neutral,negative,neutral
gue juga senang banget soal nya avanza ruang bagasi nya mampu menampung hingga 5 tas berukuran besar dengan susunan rapi ke arah atas . bawa barang banyak pun pasti muat,"Las situtu do rohangku ala boi do inganan bagas ni Avanza i sahat tu 5 tas na balga na rapi disusun tu ginjang. molo tung pe godang barang diboan, pasti do pas",neutral,neutral,neutral,positive,neutral,neutral
Fitur keamanan ini cukup menaikkan kasta Avanza agar setara dengan low MPV lainnya yang lebih dulu menggunakan air bag keren ya,"Fitur keselamatan on cukup do pabangkithon kasta ni Avanza asa setara dohot MPV na rendah na asing na hea mamangke kantong udara keren, ha?",neutral,neutral,neutral,positive,neutral,neutral
"Masa konsumsi bensin Toyota Avanza Veloz 12,5 liter per kilometer , boros banget anjing","Konsumsi BBM ni Toyota Avanza Veloz on 12,5 liter per kilometer, boros hian do i.",negative,neutral,neutral,neutral,neutral,neutral
kalo gak mau boros jangan beli scoopy,"Molo so olo denggan, unang ma tuhor Scoopy .",negative,neutral,neutral,neutral,neutral,neutral
"Kalau down shifting terus gaspol itu rasa nya cuma naik rpm saja, tapi power kosong dan memang mesin nya sering ngelitik.","Molo turun gigi jala sai mardalan gas penuh, hira na holan naik do rpm, hape kosong do tenaga jala jotjot do mesin i marsoara na martuktuk.",neutral,negative,neutral,neutral,neutral,neutral
saya suka fortuner karena lincah lari nya daripada ertiga yang tenaga nya lemah,Lomo do rohangku tu Fortuner ala lobi lincah sian Ertiga na gale gogona.,neutral,negative,neutral,neutral,neutral,neutral
Mending pajero simple ga kebanyakan desain,"Tumagon ma molo Pajero on sederhana, dang pola godang desain na",neutral,neutral,neutral,positive,neutral,neutral
"Wuling adalah mobil yang bandel di segala medan , irit bahan bakar , desain yang dinamis dan mewah ditambah dengan harga yang pasti nya terjangkau","Wuling ima mobil na tang di sude medan, hemat bahan bakar, memiliki desain na dinamis jala mewah, ditambah arga na pasti terjangkau.",positive,positive,neutral,positive,positive,neutral
xpander ini mpv paling bagus untuk orang yang cari mobil mpv canggih,Xpander on ma MPV na dumenggan tu halak na mangalului mobil MPV na canggih .,neutral,neutral,positive,neutral,neutral,neutral
"Begitu orang melirik Xpander , kesan nya pasti keren desain nya","Holan dibereng halak Xpander i, pasti do kesan na keren desain na.",neutral,neutral,neutral,positive,neutral,neutral
Kok makin jelek aja ya pelayanan di AHAS Terang Anugerah Pamulang,Boasa lam buruk pelayanan di AHAS Terang Anugerah Pamulang?,neutral,neutral,neutral,neutral,neutral,negative
"pernah pakai Avanza ke luar kota dari pagi sampai sore , mesin dan AC nyala tanpa henti , tetapi enggak menurun","Nunga hupangke Avanza di luar kota sian manogot sahat tu botari, ndang marnamantak mesin dohot AC, alai ndang turun.",neutral,positive,neutral,positive,neutral,neutral
kalau mesin dan tampang unggul brio satya . tapi lebih empuk dan lebih murah karimun .,"Molo mesin dohot penampilanna unggul, Brio Satya do. alai si Karimun lobi lambok jala ummura.",neutral,positive,neutral,positive,positive,neutral
Toyota Avanza Veloz baru adalah menggunakan mesin Dual VVT - i yang sebelumnya menggunakan single VVT - i. juragan mantap,Toyota Avanza Veloz na baru on mamakke mesin Dual VVT - i na sebelumna mamakke VVT ​​- i tunggal. mantap bos,neutral,positive,neutral,neutral,neutral,neutral
"@DaihatsuInd service di bengkel daihatsu harga nya mahal banget , onderdil masih bagus minta diganti sama CS / mekanik nya . Sekali service 2jt","@DaihatsuInd service di bengkel Daihatsu sangat mahal, suku cadang na denggan dope, pangido ma tu CS/monter asa diganti. Sada pelayanan 2 juta .",neutral,neutral,neutral,neutral,neutral,negative
mobilio hitam ini cukup membuat orang heran dan memakainya pun terasa gagah,Mobilio hitam on cukup mambahen halak sungkun-sungkun jala mamangke i merasa gagah .,neutral,neutral,positive,neutral,neutral,neutral
brio paling cocok untuk mahasiswa karna style nya yang simpel dan minimalis,Brio paling cocok untuk mahasiswa harana gayanya sederhana dan minimalis .,neutral,neutral,neutral,positive,neutral,neutral
Saya sopir operasional . Pakai Altis v. Untuk mesin saya akui enak . tarikan mantap handling - nya wow .,"Supir operasional do au. Anggo Altis v. Molo mesin, hu akui do denggan. tarik na mantap, penanganan na wow.",neutral,positive,neutral,positive,neutral,neutral
Xenia Xi Sporty secara keseluruhan puas sama ini mobil,Xenia Xi Sporty secara keseluruhan puas dengan mobil on .,neutral,neutral,positive,neutral,neutral,neutral
pilihan jatuh ke Xenia karena faktor harga dan servis Xenia pasti lebih murah hehe .,pilihan madabu tu si Xenia alani faktor harga jala pelayanan ni si Xenia pasti lebih murah hehe.,neutral,neutral,neutral,neutral,positive,positive
vario body nya lebih kokoh daripada mio,Bodi Vario lebih kokoh sian Mio .,neutral,neutral,neutral,negative,neutral,neutral
agya mobil yang bagus dan keren gaya nya,Agya ima mobil na bagak jala keren .,neutral,neutral,positive,positive,neutral,neutral
"masa harus sampe setahun cuma buat inden xpander, kecewa !","Sahat tu sataon do holan laho marpivot tu Xpander, kecewa!",neutral,neutral,neutral,neutral,neutral,negative
selama ini pakai xexi lumayan irit,"Selama on mamakke Xexi, cukup hemat do",positive,neutral,neutral,neutral,neutral,neutral
"Kenyamanan jauh menang xpander , lebih kedap & bantingan nyaman banget . Harga juga lebih murah","Kenyamanan na dao unggul sian Xpander, lebih kedap suara jala guncangan na mansai nyaman. Argana pe ummura do .",neutral,neutral,positive,neutral,positive,neutral
tampilan desain dasbor interior Avanza terlihat lebih mewah dan stylish,Desain dasbor Avanza on tarida lebih mewah jala bergaya .,neutral,neutral,neutral,positive,neutral,neutral
Rush performa mesin nya juga enggak kalah dengan SUV lain,Kinerja mesin ni Rush pe dang hurang sian SUV na asing .,neutral,positive,neutral,neutral,neutral,neutral
"Sudah lama pakai Xenia , baru kali dapet yang AC - nya enggak enak dan jok nya kaku .","Nunga leleng au mamakke Xenia, on ma parjolo sahali au adong na AC na buruk jala kursi na kaku.",neutral,neutral,neutral,negative,neutral,neutral
"Udh beli yg 2019 tapi ada 1 kekurangan , jok nya kurang nyaman","Hutuhor do na 2019 alai adong do sada kekurangan, hundulanna dang apala nyaman.",neutral,neutral,neutral,negative,neutral,neutral
"Honda beat street adalah sepeda motor yang bisa dikatakan murah , tetapi bukan murahan . Karena selain keren , juga sangat gampang untuk dimodifikasi .","Honda Beat Street ima motor na boi dohonon mura, alai dang mura. Ai asing ni na keren, tung mansai mura do muse dimodifikasi.",neutral,neutral,positive,neutral,positive,neutral
Jok penumpang mobil Wuling Formo terlihat nyaman,Kursi penumpang mobil Wuling Formo terlihat nyaman .,neutral,neutral,neutral,positive,neutral,neutral
"Kok Nissan GL enggak banget , deh .",Boasa songon i roa ni Nissan GL i?,neutral,neutral,negative,neutral,neutral,neutral
"xenia 1:8 - 9 boros juga ya juragan , karena bodi besar nya dan cc kecil mungkin ya .","Xenia 1:8 - 9 pe boros do, bos, alani badan na balga dohot cc na metmet mungkin.",negative,neutral,neutral,neutral,neutral,neutral
Ke mana-mana mau jarak dekat atau pun jauh tetap nyaman pakai scooy . muatan bagasi banyak dan mesin tidak cepat panas .,"Manang tudia pe hamu laho, jarak na jempek manang na dao, tong do nyaman mamangke Scooy. Godang do bagasi jala ndang hatop mohop mesinna.",neutral,positive,positive,positive,neutral,neutral
"Saya punya Grand Livina XV tahun 2011 irit nya juara , bang .","Adong do di ahu Grand Livina XV 2011, hemat bahan bakar do i bro.",positive,neutral,neutral,neutral,neutral,neutral
"enak sih pakai brio , pasaran nya juga stabil","Mantap do pakke Brio, pasar na pe stabil do",neutral,neutral,positive,neutral,positive,neutral
kenyamanan vario lebih unggul dibanding mio .,Unggul do pangapulion ni si Vario sian si Mio.,neutral,neutral,negative,neutral,neutral,neutral
Li biru dlx harga jual nya pun tinggi . Beli tahun 2004 sekitar 80 jutaan dijual 2009 90 jutaan . Untung juragan .,"Harga jual ni dlx na birong i pe timbo do. Dituhor taon 2004 hira-hira 80 juta, digadis taon 2009 90 juta. Untung do ho, bos.",neutral,neutral,neutral,neutral,positive,neutral
Pajero dong udah Ganteng luar nya Tenaga nya Juga dapet,Pajero nunga ganteng di luar jala denggan do dayana juga .,neutral,positive,neutral,positive,neutral,neutral
"Saya pakai all New Honda Brio Satya E juragan , sangat nyaman dan bagus , apalagi brand - nya H , harga jual nya juga tetap stabil","Hupangke do Honda Brio Satya E na all New i, bos, tung mansai nyaman jala denggan do i, apalagi ala merek H do i, harga jualna pe stabil do.",neutral,neutral,positive,neutral,positive,neutral
xenia bodi nya sudah oke tinggal ganti kaki-kaki saja semoga modifikasi mu menyenangkan,"Badan ni si Xenia i oke do, holan porlu do diganti patna, asa dinikmati hamu modifikasi i",neutral,neutral,neutral,positive,neutral,neutral
menurut ane soal kenyamanan jelas all new pajero sport unggul jauh lebih nyaman dibandingkan all new fortuner yg sangat keras menurut ane,"Menurut au, sian segi kenyamanan, Pajero Sport na baru on tangkas do unggul jala dao lebih nyaman sian Fortuner na baru on, na menurut au mansai karas.",neutral,neutral,negative,neutral,neutral,neutral
akhirnya saya beli avanza karena bandel parah harga nya juga pas di kantong,Akhirna hutuhor ma Avanza ala tung tangkas do jala arga na pe terjangkau .,neutral,positive,neutral,neutral,positive,neutral
"Tetap saja Mobilio masih merupakan Mobil MPV keluarga kelas menengah ke bawah yang paling terbaik dibanding kompetitor nya , bbm paling irit , kabin paling lega sampe baris ke 3 , model paling manis , mesin juga paling kenceng dari kompetitor nya , desain interior juga paling cakep dari kompetitor nya .","Tong do, Mobilio do mobil MPV keluarga kelas menengah bawah na dumenggan dibandinghon tu angka pesaingna, na paling hemat bahan bakar, kabinna na paling luas sahat tu barisan ke-3, model na paling manis, mesin na paling hatop dibandinghon tu angka pesaingna, desain interiorna pe na paling bagak dibandinghon tu angka pesaingna.",positive,positive,positive,positive,neutral,neutral
tak heranlah juragan karena avanza mempunyai fitur yang cukup lengkap dengan harga enggak terlalu mahal,"Ndang pola longang roha bos, ai Avanza on cukup lengkap do fiturna di arga na so pola arga.",neutral,neutral,neutral,positive,positive,neutral
Saya pakai Xpander karena tidak murahan .,Hupangke do Xpander alana dang mura.,neutral,neutral,positive,neutral,neutral,neutral
after sales service yamaha selalu mengedepankan customer daripada untuk keuntungan sendiri,Layanan purna jual Yamaha selalu mengutamakan pelanggan daripada keuntungan sendiri .,neutral,neutral,neutral,neutral,neutral,positive
tenaga Fortuner kalah jauh lah . Pajero sport mobil paling tangguh,Dao do umtoru huaso ni si Untung. Pajero olahraga mobil tertangguh,neutral,positive,neutral,neutral,neutral,neutral
"Si gesit irit motor Honda Beat series tahun 2011 yang selalu setia menemani saya dalam mencari rezeki di kala panas dan hujan , siang dan malam .","Motor seri Honda Beat 2011 na lincah jala hemat bahan bakar na sai setia mandongani ahu mangalului rezeki di tingki las dohot udan, arian dohot borngin.",positive,positive,neutral,neutral,neutral,neutral
"kalau dari segi desain mah veloz juara nya, avanza terlewat jauh","Molo sian segi desain, Veloz do juara, Avanza do dalan di pudi.",neutral,neutral,neutral,negative,neutral,neutral
Toyota Calya memang cocok untuk keluarga sangat hemat bbm sangat irit enak dipakai,"Toyota Calya on memang cocok tu keluarga, sangat hemat bahan bakar, sangat hemat dan nyaman dipakke.",positive,neutral,positive,neutral,neutral,neutral
ertiga beneran mudah dipakai nya,Ertiga memang mura do dipakke .,neutral,neutral,positive,neutral,neutral,neutral
enggak menyesal juga ambil mobil honda enggak kalah bandel irit tahan banting sudah pakai jazz,"Dang manolsoli au mangalap mobil Honda, dang hurang tang, hemat bahan bakar, jala tahan lama, nang pe dohot Jazz .",positive,positive,neutral,positive,neutral,neutral
fortuner sparepart nya gampang ditemukan di mana saja,Suku cadang Fortuner gampang didapot manang didia pe .,neutral,neutral,neutral,positive,neutral,neutral
"setelah ngeliat wuling almaz , ngeliat mobilio sama veloz jadi kayak sampah ..","Dung mamereng si Wuling Almaz i, mamereng si Mobilio dohot si Veloz i gabe songon sampah ma nasida.",neutral,neutral,negative,neutral,neutral,neutral
"saya sebagai pemakai kijang innova tidak merasa kecewa dan sangat puas , perawatan pun tidak terlalu mahal pokok nya mantap .","Sebagai pengguna Kijang Innova, au dang kecewa jala tung mansai puas Perawatan dang terlalu mahal, hebat do.",neutral,neutral,positive,neutral,neutral,positive
Kalau di suruh milih . jelas milih cx 3 dong,Molo disuru mamillit. pasti pilih cx 3 .,neutral,neutral,positive,neutral,neutral,neutral
"Ternyata service bengkel toyota payah , angin ban bukan nya ditambah malah disemir doang buat apa coba . Jelas-jelas kurang angin gitu","Ternyata pelayanan bengkel Toyota hurang denggan, daripada ditambai udara tu ban, holan dipoles do, aha gunana? Tangkas do ndang cukup alogo .",neutral,neutral,neutral,neutral,neutral,negative
Desain velg alloy veloz juga diubah juragan bagi saya desain nya sangat bagus dan terkesan sporty juragan,"Desain ni velg paduan Veloz pe nunga diganti, Bos Molo ahu, desain na mansai denggan jala sportif do idaon, Bos.",neutral,neutral,neutral,positive,neutral,neutral
beat cukup ekonomis untuk mahasiswa,beat cukup hemat do tu angka mahasiswa .,neutral,neutral,neutral,neutral,positive,neutral
memang xenia maknyus .,Xenia memang tabo do.,neutral,neutral,positive,neutral,neutral,neutral
gila sih ini xenia bandel nya juara dipakai buat rame-rame juga tetep bandel,gila xenia ini jagoan bandel dipake buat grup juga masih bandel,neutral,positive,neutral,neutral,neutral,neutral
yang lebih menenangkan dari daihatsu terios adalah hemat bahan bakar .,"Na lobi paposhon roha ni Daihatsu Terios on, hemat bahan bakar do i.",positive,neutral,neutral,neutral,neutral,neutral
"Fortuner model bapak bapak , Pajero Model Anak muda","Model Fortuner untuk ayah, model Pajero untuk anak muda",neutral,neutral,neutral,positive,neutral,neutral
kalau saya lebih pilih datsun cross . harga lebih murah body lebih kekar,"Molo au di ingananmu, hupillit do Datsun Cross. harga lebih murah, badan lebih kokoh",neutral,neutral,neutral,positive,positive,neutral
"CHR design gado2 , berasa liat beberapa mobil dicomot2","Desain CHR on campuran do, songon na hea do diida hamu piga-piga mobil disalin",neutral,neutral,neutral,negative,neutral,neutral
wah murah nih . modal DP doang . bisa untuk grab car nih . murah meriah masih bisalah untuk jadi grab car .,"Wah, mura do on. tu modal DP. boi do dipangke tu Mobil Grab. mura jala ceria, boi dope dapot mobil Grab.",neutral,neutral,neutral,neutral,positive,neutral
"Karimun wagon saja bang , lebih murah","Holan tu Karimun Wagon ma lae, ummura do i",neutral,neutral,neutral,neutral,positive,neutral
"Honda cuman menang di mesin , kalo fitur dan interior mah parah ... dan mahal , jok nya tipissss bikin tepos kalo jalan lama","Honda holan monang do sian segi mesin, alai fitur dohot interiorna jorbut... jala arga, kursina pe tipis do mambahen rata dihilala di pardalanan na dao.",neutral,positive,neutral,negative,negative,neutral
Avanza enak dipakai . sangat cocok buat mobil keluarga . harga nya tidak terlalu mahal buat mobil dengan spesifikasi yang lumayan .,Avanza nyaman do dipangke. sangat cocok tu mobil keluarga. Argana ndang pola arga tu mobil na spesifikasi na layak.,neutral,neutral,positive,neutral,positive,neutral
Avanza Veloz 1.5 type 1.5 G nya aja nggak laku banget dan nggak pernah nampak di jalan,Avanza Veloz 1.5 tipe 1.5 G dang denggan laku jala dang hea tarida di dalan.,neutral,neutral,negative,neutral,neutral,neutral
"Duh ni bengkel mitsubishi , jelek kali sih . Kayak kandang saja bengkel nya .","Oh au, tung na buruk do bengkel mitsubishi on. Songon kandang do idaon bengkel i.",neutral,neutral,neutral,neutral,neutral,negative
Bengkel @Hondaarista Jatinegara not recommended . Payah . Sudah booking servis tapi disuruh mengantri .,@Hondaarista bengkel Jatinegara dang disaranhon. Jorbut . Nunga dipesan layanan alai disuru antri.,neutral,neutral,neutral,neutral,neutral,negative
konsumsi bahan bakar yang cukup irit menurut saya adalah poin penting dari Calya ini .,"Menurut au, konsumsi BBM cukup hemat, na gabe titik penting ni Calya.",positive,neutral,neutral,neutral,neutral,neutral
Avanza sangat mendukung profesi yang saya jalani karena bbm - nya irit .,Avanza memang mendukung profesiku ala hemat bahan bakar.,positive,neutral,neutral,neutral,neutral,neutral
Ini ruang tunggu bengkel @ToyotaID paling nyaman . Hampir 3 jam dan masih betah . Pelayanan ramah . Enak nya punya Toyota .,On ma ruang tunggu bengkel @ToyotaID paling nyaman. Hampir 3 jom jala tong dope nyaman. Pelayanan na ramah. Mansai tabo do molo adong mobil Toyota.,neutral,neutral,neutral,neutral,neutral,positive
Xenia 1.300 cc mesin nya lincah dan bisa beramai-ramai hehe .,Mesin Xenia 1.300 cc lincah jala boi dipakke marpungu-pungu hehe.,neutral,positive,positive,neutral,neutral,neutral
"nambah logo doang , harga naik puluhan juta",Holan manambai logo marpulu juta do argana .,neutral,neutral,neutral,neutral,negative,neutral
Avanza juga tentunya nyaman dikendarai .,Avanza i pe tontu nyaman do diboan.,neutral,neutral,positive,neutral,neutral,neutral
"Mobil ini terlalu over price bos , untung menang merek","Mobil on terlalu mahal bos, asa monang merekna",neutral,neutral,neutral,neutral,negative,neutral
Suzuki Karimun GX tidak hanya bandel dan memiliki kabin luas tetapi juga irit,Suzuki Karimun GX dang holan tangguh jala kabin na luas alai hemat BBM .,positive,positive,neutral,positive,neutral,neutral
All - new Brio dengan harga termurah 135 - an juta tidak layak .,Brio na baru on dohot arga na ummura 135 juta ndang arga.,neutral,neutral,neutral,neutral,negative,neutral
Setelah melihat ini ku yakin akan beli Honda CR - V,Dung hubereng on yakin ma au manuhor Honda CR - V .,neutral,neutral,positive,neutral,neutral,neutral
Grand Livina XV AT 2008 ngelitik nya parah kak sekarang juga lumayan boros,"Tutu do tutu na manuktuk i, bang, jala i pe nunga lumayan boros nuaeng.",negative,negative,neutral,neutral,neutral,neutral
gua lebih pilih Fortuner karna tampilan nya gagah tidak seperti pajero,"Au lebih suka Fortune harana berpenampilan gagah, dang songon Pajero",neutral,neutral,negative,neutral,neutral,neutral
Pergi kerja setiap hari lebih enak pakai Honda Vultus.,Lao karejo ganup ari lebih nyaman do pakke Honda Vultus i.,neutral,neutral,positive,neutral,neutral,neutral
Driver lebih nyaman dengan posisi perseneling yang unik. Terima kasih Sigra.,Supir lebih nyaman dohot posisi gigi na unik. Mauliate ma Sigra.,neutral,neutral,neutral,positive,neutral,neutral
"Menurut saya untuk service , HONDA lebih bagus dari NISSAN .","Menurut au, untuk pelayanan, dumenggan do HONDA sian NISSAN.",neutral,neutral,neutral,neutral,neutral,negative
"Mobil yang sangat cocok dan sangat nyaman digunakan saat bersama keluarga , suara mesin yang halus , eksterior yang nyaman dipandang , interior nya juga menarik , selain itu hemat bahan bakar .","Mobil na mansai cocok jala mansai nyaman dipangke dohot keluarga, suara mesin na lancar, luar na nyaman, dalam na menarik, asing ni i hemat bahan bakar.",positive,positive,positive,positive,neutral,neutral
Tidak salah pilih avanza . Sudah 10 tahun mobil avanza saya masih bisa melaju kencang secara optimal .,Dang boi salah mamillit Avanza. Nunga 10 taon mobil Avanza on boi dope mardalan hatop optimal.,neutral,positive,neutral,neutral,neutral,neutral
"Avanza teman terbaik untuk di segala medan jalanan , plus harga nya masih terjangkau .","Avanza do dongan na dumenggan tu sude jenis dalan, ditambah argana tong do terjangkau.",neutral,neutral,positive,neutral,positive,neutral
Mesin bandel dan irit menjadi alasan banyak keluarga di Indonesia memilih Agya sebagai mobil pertama mereka,Mesin na tang jala hemat bahan bakar i do na mambahen godang keluarga di Indonesia mamillit Agya gabe mobil na parjolo.,positive,positive,neutral,neutral,neutral,neutral
Jakarta - Bandung pakai xenia cuma 1 setengah jam . sungguh mesin yang sangat tangguh .,Jakarta - Bandung pake Xenia holan 1 satonga jam do lelengna. tung mansai gogo do masin i.,neutral,positive,neutral,neutral,neutral,neutral
saya sih secara pribadi puas banget sama Xeli . nyaman .,Au pribadi tung mansai puas do tu si Xeli. menak .,neutral,neutral,positive,neutral,neutral,neutral
"gue pernah pakai karimun sebelum mobil gue yang sekarang , menurut gue ini lcgc paling nyaman , paling murah","Hupangke do Karimun sebelum mobilku saonari, menurut au on ma LCGC na paling nyaman jala paling murah",neutral,neutral,positive,neutral,positive,neutral
Kelemahan Daihatsu sigra adalah bodinya ringkih dan kurang kedap suara luar.,"Hagaleon ni Daihatsu Sigra on, rapuh do pamatangna jala ndang apala kedap suara sian duru.",neutral,neutral,neutral,negative,neutral,neutral
"Toyota Avanza , Low MPV dengan Jaringan Penjualan dan Purnajual Terbanyak","Toyota Avanza, MPV Rendah dengan Jaringan Penjualan dan Purna Jual Terbesar",neutral,neutral,positive,neutral,positive,neutral
Xenia yang 1000 cc punya handling yang lebih lincah dan enteng,Xenia 1000 cc lebih lincah jala ringan penangananna .,neutral,neutral,neutral,positive,neutral,neutral
Vario bentuk nya seksi buat boncengan pun nyaman dan aman sistem semua sudah canggih dan bbm irit di dompet kita semua .,"Bentuk seksi ni Vario mambahen nyaman jala aman di penumpang, sude sistemna canggih jala hemat bahan bakar dompet nami.",positive,neutral,neutral,positive,neutral,neutral
"Awal nya saya membeli motor pada tahun 2016 , alhamdulillah sampai sekarang motor saya masih irit dan tangguh di jalan","Au mulana manuhor motor taon 2016, mauliate ma di Tuhan, sahat tu saonari motorhu hemat BBM dope jala tangguh di dalan.",positive,positive,neutral,neutral,neutral,neutral
kalo dibandingkan dari segi service nya nissan jauh lebih unggul daripada toyota yang asal-asalan,"Molo tabandingkon sian segi pelayanan, dao do sumurung Nissan sian Toyota, na ceroboh.",neutral,neutral,neutral,neutral,neutral,negative
kata orang yang XI malah lebih irit dari yang LI nih .,"Didok halak, lobi hemat do XI sian LI.",negative,neutral,neutral,neutral,neutral,neutral
coba saja dibandingkan buat lari pasti brio lebih lincah daripada calya,"Coba ma bandingkon tu lari, pasti do lebih lincah si Brio sian si Calya",neutral,negative,neutral,neutral,neutral,neutral
"Untuk saya sendiri yang sudah memiliki TERIOS X DELUXE MT , saya cukup puas apa yang sudah saya miliki terima kasih daihatsu","Anggo ahu sandiri, naung adong TERIOS X DELUXE MT, cukup puas do ahu tu na adong di ahu, mauliate Daihatsu.",neutral,neutral,positive,neutral,neutral,neutral
MOBIL ku xenia 1.300 cc irit dipakai nya,"Mobilku Xenia 1.300 cc, hemat bahan bakar do i",positive,neutral,neutral,neutral,neutral,neutral
Toyota rush gagah dan tangguh di medan yang terjal sekalipun dan nyaman di jalan yang mulus .,Togu jala kokoh do Toyota Rush nang pe di medan na curam jala nyaman di dalan na lancar.,neutral,neutral,positive,neutral,neutral,neutral
mobilio tarikan halus banget menang telak daripada agya kalah jauh,"Mobilio manarik mansai lancar, monang marhite longsor dibandinghon Agya, talu marhite dalan na dao",neutral,negative,neutral,neutral,neutral,neutral
scoopy keren banget body nya juga unik dan cocok buat anak muda penuh gaya,"Scoopy on memang keren, badan na pe unik jala cocok tu angka na poso na bergaya",neutral,neutral,positive,positive,neutral,neutral
avanza 1.3 L memang irit kalau dibawa 60 - 80 km / jam .,"Avanza 1,3 L on memang hemat bahan bakar di 60 - 80 km/jam.",positive,neutral,neutral,neutral,neutral,neutral
Kenapa sekelas Fortuner belum ada sunroof nya ya,Boasa mobil kelas fortuner dang adong atapna?,neutral,neutral,neutral,negative,neutral,neutral
Harga nya 4x4 nya fortuner lebih worth it di Banding Pajero sport,Harga ni Fortuner 4x4 on lebih berharga do dibandingkon Pajero Sport .,neutral,neutral,neutral,neutral,negative,neutral
kalau brio senyaman ini gak papa mau macet lama juga tetap betah di dalam,"Molo Brio on nyaman, dang pola boha molo leleng terjebak di lalu lintas, tong do merasa di jabu di bagasan",neutral,neutral,positive,neutral,neutral,neutral
"Menurut saya aja nih , muka enakan sirion , untuk pantat enak brio","Menurut au, dumenggan do Sirion tu bohi, dumenggan do Brio tu toru",neutral,neutral,neutral,positive,neutral,neutral
pengalaman kemarin sewa rental di Bali kopling nya agak tinggi jadi pas tanjakan agak menahan-nahan begitu kurang gesit padahal Karimun,"Pengalaman nantoari menyewa di Bali, agak timbo do koplingna jadi molo nangkok agak maol do dipegang, jadi dang apala lincah nang pe si Karimun",neutral,neutral,neutral,negative,neutral,neutral
"Motor Honda beat matic yang satu ini menurut ku memang cocok buat semua kalangan , dari segi harga yang murah tetapi tidak membuat produk ini asal-asalan .","Menurut au, motor Honda Beat matic on cocok do tu sude kelompok, sian segi harga, mura do alai dang mambahen produk on ceroboh.",neutral,neutral,positive,neutral,positive,neutral
tampilan Avanza bergaya khas crossover ini memiliki kesan sporty dan agresif,Penampilan ni Avanza puna gaya silang khas dot mangalehen kesan sportif dot agresif.,neutral,neutral,neutral,positive,neutral,neutral
